msgid 10000000
nhost 2560
664 9  1480 74407 0  2718 2187 0  9398 44303 0  10083 62824 0  12281 101214 0  14905 30337 0  19210 88403 0  22190 17602 0  22645 145744 0
665 9  1474 128903 0  7279 133598 0  7511 97501 0  9093 62091 0  9785 44587 0  12083 101059 0  12245 101178 0  18676 33396 0  20815 144188 0
666 9  219 55126 0  3434 94379 0  7353 5779 0  10479 63212 0  10597 81836 0  13262 101956 0  15199 139757 0  16545 68199 0  18253 33075 0
667 9  1034 146692 0  1247 92595 0  3526 130497 0  6361 132825 0  9781 135612 0  11894 100901 0  13970 47789 0  16322 104397 0  20003 107378 0
668 9  521 146306 0  1803 56359 0  2527 129719 0  4995 3904 0  7269 115419 0  12144 64697 0  13298 101974 0  17437 87013 0  20164 89240 0
669 9  3775 76234 0  5172 113897 0  6447 60055 0  7296 115428 0  7360 133660 0  13397 102045 0  14358 66517 0  15272 158032 0  20182 89255 0
670 9  4729 76888 0  13568 102163 0  14069 47840 0  14550 121301 0  15292 30610 0  15732 12291 0  16277 104375 0  16946 159347 0  17002 31984 0
671 9  1815 111084 0  4744 22040 0  9451 25825 0  11676 64292 0  13130 156377 0  14870 48404 0  16521 122702 0  17114 104977 0  20864 52981 0
672 9  687 55573 0  3383 148548 0  5775 114287 0  6094 23067 0  12114 9338 0  14681 48223 0  16205 104301 0  19751 107208 0  20742 125942 0
673 9  1393 128845 0  5408 150149 0  5823 4534 0  8047 24737 0  13044 65361 0  16380 12843 0  19955 52196 0  20101 89199 0  21740 108671 0
674 9  5676 114229 0  7119 5613 0  16910 159331 0  16931 49952 0  17869 87388 0  19058 106672 0  19938 70802 0  20660 107869 0  21759 126689 0
675 9  5631 114184 0  10551 63278 0  12579 119746 0  13805 156901 0  18020 50839 0  18398 51119 0  21550 90301 0  21746 53880 0  21768 126700 0
676 9  982 19139 0  1921 74719 0  3483 2784 0  3614 94487 0  14394 66554 0  16448 104478 0  17228 50109 0  19979 161667 0  20135 52286 0
677 9  25 127707 0  1824 111093 0  5020 131664 0  5607 4356 0  9193 80668 0  9293 98901 0  13808 47682 0  14948 157774 0  22376 54384 0
678 9  142 127857 0  704 37483 0  5316 113998 0  7105 78964 0  13678 138681 0  19442 51850 0  21726 17130 0  21833 163199 0  22704 54739 0
679 9  1537 128931 0  3116 39351 0  5370 114021 0  7579 24323 0  11568 64207 0  16379 158850 0  20385 16129 0  20892 71508 0  22686 18076 0
680 9  361 18602 0  2713 75397 0  3927 58006 0  10434 63181 0  10615 81840 0  11856 64443 0  15811 140187 0  21072 71622 0  21206 53305 0
681 9  7651 24406 0  10497 63221 0  10642 81923 0  11716 137144 0  13466 47366 0  16656 122819 0  17318 50204 0  18251 160531 0  20568 71277 0
682 9  4497 113375 0  4787 149752 0  6937 133341 0  7041 60451 0  9929 44689 0  17851 87364 0  19580 107049 0  21919 90561 0  22420 127318 0
683 9  1261 19349 0  3882 57975 0  3984 112945 0  4868 149818 0  7532 151902 0  7763 97690 0  8746 134833 0  9356 98946 0  10704 63411 0
684 9  758 37512 0  7396 133683 0  7626 60975 0  9403 135320 0  12488 101364 0  13508 156666 0  14612 103031 0  16276 86067 0  20062 34542 0
685 9  35 145955 0  1056 55811 0  6561 5182 0  12754 28626 0  14214 66423 0  15561 12142 0  15745 85671 0  15851 49185 0  15980 104085 0
686 9  3798 3021 0  4436 149462 0  8043 116109 0  8130 61337 0  12035 46241 0  15960 67811 0  16932 68477 0  17930 50748 0  22455 36569 0
687 9  3315 57550 0  4123 21522 0  4215 58176 0  7794 6150 0  8135 152378 0  11525 100537 0  14436 11294 0  18651 69764 0  21353 108373 0
688 9  3690 2959 0  4350 58252 0  9012 62019 0  16355 49599 0  16635 68247 0  19181 51678 0  20836 35110 0  22149 145366 0  22218 90990 0
689 9  1587 56226 0  6077 41726 0  6104 41738 0  6204 59890 0  7925 97824 0  9439 135353 0  18227 50995 0  19882 34425 0  20563 143991 0
690 9  5124 59059 0  11136 63750 0  11534 100538 0  15940 31179 0  16303 86075 0  17752 87266 0  20311 143784 0  21762 17159 0  21767 108690 0
691 9  1047 55791 0  1194 110570 0  3035 39294 0  4088 40183 0  9166 80663 0  13930 138830 0  14070 66251 0  20319 125577 0  20507 107774 0
692 9  860 92367 0  885 55707 0  5781 59510 0  8863 134902 0  10149 117866 0  12485 46592 0  13111 138259 0  22155 109022 0  22612 127467 0
693 9  426 55299 0  2199 56707 0  8143 134235 0  10525 81773 0  10530 8123 0  12301 137639 0  18762 124336 0  20759 107947 0  21882 72302 0
694 9  606 55441 0  2020 74792 0  3159 2568 0  4523 95261 0  10029 62779 0  13582 29357 0  16846 140979 0  17418 68882 0  19424 51836 0
695 9  3783 57930 0  4144 76530 0  10161 7774 0  11982 64540 0  12808 28678 0  16195 86010 0  20492 162133 0  21488 108507 0  22788 127610 0
696 9  821 37565 0  3559 76063 0  5808 59533 0  6597 5195 0  15124 85300 0  17522 159878 0  17724 69122 0  21191 108263 0  22524 127402 0
697 9  209 37143 0  2695 75393 0  6552 5178 0  6759 5347 0  14512 84788 0  15899 104040 0  16001 158593 0  19355 106856 0  22422 17822 0
698 9  2641 75342 0  5029 131671 0  5535 4318 0  8009 152286 0  10341 7949 0  13116 65407 0  14360 102847 0  15017 103302 0  18321 124070 0
699 9  2454 111563 0  4801 76972 0  9878 99323 0  12582 9693 0  12964 83571 0  13370 102028 0  16172 158734 0  22262 17675 0  22302 17726 0
700 9  2070 1620 0  4243 76573 0  10854 8373 0  10885 82079 0  13248 10284 0  14219 157240 0  16527 68170 0  16699 86421 0  18814 88091 0
701 9  1347 110686 0  4268 40335 0  4927 77093 0  6279 114628 0  9176 98822 0  12681 9777 0  13996 29671 0  18044 160362 0  18747 14772 0
702 9  2241 1787 0  4838 95452 0  12855 65225 0  15340 85455 0  16471 31638 0  18713 51341 0  19660 88841 0  20865 71478 0  22813 145855 0
703 9  474 110022 0  604 18753 0  2536 129730 0  7898 97802 0  8203 79952 0  15185 48625 0  17863 141637 0  20793 71432 0  22518 17895 0
704 9  1158 110532 0  2410 129645 0  13573 29308 0  13806 10693 0  14488 139276 0  16888 86587 0  17941 87434 0  20722 89681 0  20748 71403 0
705 9  2077 129379 0  3519 2831 0  6420 60038 0  8353 25010 0  8449 134564 0  13642 138666 0  15330 67262 0  17182 32136 0  20424 71165 0
706 9  1555 128976 0  1895 93116 0  5149 22332 0  12724 137922 0  14972 103276 0  18275 106035 0  19128 70110 0  21266 162759 0  21282 126249 0
707 9  1168 128633 0  1184 92561 0  4996 22226 0  9410 99030 0  12085 137466 0  18212 106007 0  18795 69841 0  21156 126162 0  21230 162739 0
708 9  280 18543 0  598 73701 0  4028 94924 0  5562 4334 0  7526 42771 0  11860 137286 0  14185 29792 0  18219 69490 0  22182 17590 0
709 9  4134 58143 0  4811 95436 0  4954 77120 0  7330 79135 0  8534 43541 0  11581 137063 0  12154 83035 0  16174 31362 0  22622 18009 0
710 9  3132 2552 0  5679 4403 0  5971 78036 0  6195 59889 0  8848 25392 0  10366 136112 0  17095 86726 0  17290 32226 0  19057 88289 0
711 9  93 54993 0  1241 146828 0  5863 77919 0  7621 133858 0  10975 82147 0  17789 105684 0  20070 15910 0  20503 34871 0  22266 91031 0
712 9  827 146563 0  5116 77245 0  6273 4914 0  6327 4936 0  9481 80889 0  10720 26932 0  13611 65851 0  17434 32378 0  21915 17324 0
713 9  1524 56166 0  2319 111453 0  4997 40916 0  6628 78571 0  9165 62139 0  16426 31584 0  21252 71777 0  21535 144840 0  22575 36674 0
714 9  2716 129849 0  4719 58698 0  8955 6887 0  16807 86488 0  20121 125409 0  20151 15964 0  21121 144457 0  21600 17013 0  21666 72098 0
715 9  3042 2435 0  3363 112427 0  6454 23359 0  7446 60833 0  9670 81046 0  15317 158068 0  16705 31804 0  16885 31918 0  20185 143689 0
716 9  1197 1029 0  3752 148851 0  8864 152892 0  13015 28836 0  16826 104746 0  18387 14426 0  19309 88511 0  19996 143529 0  22775 36889 0
717 9  2863 20613 0  6448 78428 0  11754 9130 0  15265 30592 0  16185 67962 0  17911 32738 0  18133 141852 0  18307 33106 0  21897 17320 0
718 9  227 37162 0  246 55150 0  2421 1909 0  4960 22191 0  11739 64332 0  14506 139288 0  14923 30359 0  15275 48732 0  20336 107617 0
719 9  194 91790 0  2318 93447 0  3337 130339 0  5016 58978 0  10156 81444 0  14101 138959 0  14828 103154 0  16944 123032 0  17488 32419 0
720 9  3312 2677 0  3768 112778 0  6913 23765 0  7355 42691 0  11253 63925 0  11309 100312 0  11626 137078 0  13162 83754 0  15153 121740 0
721 9  1322 146900 0  6039 4719 0  8208 6412 0  9771 117575 0  16761 68339 0  16771 86474 0  17614 32531 0  17898 123692 0  20034 15896 0
722 9  517 73630 0  1016 146686 0  1867 74695 0  3870 3075 0  11245 82330 0  15042 67059 0  18073 32950 0  20971 35184 0  21195 16741 0
723 9  314 146143 0  2325 56795 0  3777 112781 0  5974 132550 0  8737 134818 0  11596 82626 0  20403 16145 0  20809 35097 0  22737 73055 0
724 9  269 146120 0  7891 134072 0  10767 63458 0  12289 83117 0  12991 83588 0  16777 31851 0  19648 34206 0  20466 16210 0  22049 72430 0
725 9  3287 39498 0  3965 94878 0  4230 3363 0  6066 4752 0  10468 26699 0  18197 160491 0  20089 34554 0  20639 52735 0  22740 127572 0
726 9  3393 2725 0  3515 94430 0  6213 59902 0  7257 60687 0  7732 24456 0  10829 45282 0  16435 31594 0  16478 158894 0  22228 127180 0
727 9  499 73619 0  1487 38059 0  5329 22505 0  9417 62393 0  11660 100682 0  11769 119098 0  13536 10536 0  13963 84290 0  22637 145737 0
728 9  2812 75454 0  7150 79024 0  8577 6658 0  8667 6701 0  11503 27608 0  13546 29280 0  15937 140267 0  19437 124958 0  20781 16408 0
729 9  405 386 0  1281 56003 0  1718 147256 0  1795 74642 0  2981 39258 0  4563 3584 0  8600 98268 0  8767 25350 0  17731 32604 0
730 9  1174 74159 0  4513 76777 0  4552 131220 0  6929 151405 0  8953 134992 0  10257 117960 0  15372 11981 0  15647 103831 0  17889 123684 0
731 9  2637 2095 0  3843 3053 0  4337 149336 0  5680 22761 0  8198 152410 0  11774 46032 0  18425 51130 0  20575 34902 0  22819 109558 0
732 9  1964 38470 0  2674 20458 0  3602 39770 0  4093 130907 0  4226 95067 0  6613 133044 0  14886 11609 0  17025 123088 0  18467 160675 0
733 9  717 110210 0  1998 1567 0  2211 111363 0  3307 75825 0  6122 41741 0  17555 105462 0  18299 51034 0  18434 51132 0  20483 162127 0
734 9  4462 131165 0  9101 44067 0  10001 44747 0  10143 7769 0  11057 100140 0  13238 156458 0  13709 47603 0  15966 12452 0  20985 126047 0
735 9  6421 78411 0  9083 44038 0  10028 44765 0  10178 154066 0  12483 9635 0  13799 47676 0  20454 125675 0  21087 16643 0  21275 162765 0
736 9  240 109804 0  3687 112709 0  6679 23505 0  7435 24152 0  8272 24941 0  9444 62407 0  12359 46516 0  18533 51207 0  21454 144787 0
737 9  132 109715 0  718 128310 0  1494 1201 0  4684 76870 0  12224 46391 0  13946 102485 0  15865 140228 0  21269 53359 0  22611 109380 0
738 9  177 109771 0  1541 38099 0  3082 75676 0  4791 58747 0  8354 43443 0  9505 25871 0  12213 9396 0  20752 144163 0  21143 53255 0
739 9  1327 74267 0  4453 131164 0  4894 131572 0  7022 42434 0  8688 61813 0  9262 25699 0  19717 143247 0  20699 162297 0  21116 53242 0
740 9  100 18438 0  784 18936 0  2748 57056 0  5269 77350 0  8831 43828 0  8840 43840 0  17257 86890 0  19285 142827 0  20732 107935 0
741 9  1688 92955 0  2073 56615 0  5098 77226 0  8391 61601 0  9514 25872 0  9628 135498 0  10422 8011 0  17494 141395 0  21314 53399 0
742 9  3157 130213 0  4126 76523 0  16423 140682 0  16715 49791 0  19167 124734 0  20350 34763 0  20866 89776 0  22628 127502 0  22782 18133 0
743 9  10 18364 0  4541 95270 0  8097 116145 0  10183 81486 0  11214 8648 0  15721 140134 0  20303 161976 0  21386 53468 0  21434 108459 0
744 9  1649 38158 0  4930 131592 0  9057 62067 0  9104 98764 0  15163 139742 0  18782 160877 0  21708 17117 0  22001 72399 0  22562 91280 0
745 9  2611 20416 0  5069 40982 0  6732 5309 0  8279 152473 0  9961 135769 0  15100 139700 0  19820 52108 0  21315 71838 0  22785 73125 0
746 9  790 128365 0  3522 57710 0  3527 148660 0  5041 22250 0  13874 102390 0  14135 102687 0  14704 139407 0  15495 122022 0  15860 49187 0
747 9  613 18754 0  1162 19254 0  2122 129404 0  6621 114935 0  10347 118020 0  11345 100337 0  12877 138035 0  20902 89811 0  22515 109288 0
748 9  383 91979 0  818 146553 0  915 110326 0  2669 93745 0  9182 44168 0  10666 26822 0  14296 84547 0  15300 11941 0  18767 51367 0
749 9  206 146049 0  1725 111027 0  10351 26628 0  10958 100069 0  12469 83246 0  16130 49433 0  21163 90006 0  21260 53346 0  22042 90697 0
750 9  1825 129163 0  4576 76811 0  10350 7950 0  12521 46639 0  13259 47241 0  15116 103381 0  18098 160402 0  20654 162272 0  22800 54827 0
751 9  1778 93015 0  3947 94862 0  8305 134432 0  13069 28881 0  13328 156543 0  15183 11839 0  15840 12368 0  20207 52335 0  21763 35865 0
752 9  1704 56305 0  3238 130281 0  5128 131744 0  5650 132236 0  9314 153314 0  10625 99843 0  11927 46149 0  19010 51551 0  22308 127250 0
753 9  97 127786 0  3998 40111 0  9044 153034 0  9997 135788 0  10458 8052 0  12952 28792 0  15023 48499 0  15638 103830 0  21212 162728 0
754 9  9943 135746 0  9970 135771 0  10035 7687 0  11459 45783 0  14987 48479 0  15012 11709 0  15104 48561 0  17402 105315 0  20447 162110 0
755 9  2675 38991 0  8798 98483 0  11443 82498 0  13383 10383 0  16659 13038 0  17711 160073 0  19736 161500 0  20612 52714 0  22563 109342 0
756 9  268 127932 0  2406 56858 0  5237 150038 0  5279 95778 0  6719 96924 0  14697 11497 0  15911 158537 0  17977 87466 0  20558 52645 0
757 9  600 110124 0  1638 1325 0  4366 21725 0  5331 59196 0  9863 153765 0  12197 46372 0  12731 101579 0  13278 65515 0  20829 71456 0
758 9  2618 148034 0  6023 41699 0  6210 4852 0  8757 6762 0  9619 135495 0  11785 82767 0  14078 47851 0  22103 36180 0  22572 127447 0
759 9  616 73713 0  4179 58160 0  11056 82190 0  14066 157062 0  15635 49045 0  20273 107584 0  21563 162934 0  22331 109173 0  22475 109252 0
760 9  22 73240 0  2508 111659 0  4998 58971 0  8429 98161 0  15565 85586 0  15617 49030 0  22429 145609 0  22502 17884 0  22546 91270 0
761 9  2081 38538 0  3451 75946 0  17853 123656 0  18223 141920 0  19463 106971 0  22099 108981 0  22432 54435 0  22539 109313 0  22682 91439 0
762 9  1539 1251 0  1939 74734 0  3187 20816 0  5818 77901 0  14018 102568 0  16067 49360 0  16557 122727 0  16693 140876 0  18427 87814 0
763 9  1840 74666 0  3040 130155 0  7509 60884 0  11914 137298 0  12353 101292 0  13439 47351 0  18820 33523 0  22267 109121 0  22886 18272 0
764 9  4685 95347 0  5203 22409 0  6793 133225 0  6939 5461 0  7701 115757 0  11806 137196 0  12242 46406 0  17903 50731 0  19777 88928 0
765 9  4113 3264 0  11167 136733 0  11220 118616 0  12736 28616 0  16159 85942 0  16228 31400 0  19568 51943 0  20537 162183 0  22697 73032 0
766 9  253 18522 0  639 562 0  5006 40946 0  10634 99848 0  10980 8500 0  15680 49079 0  17516 50404 0  18053 160363 0  20820 71454 0
767 9  774 704 0  2238 111375 0  2339 147794 0  5681 41450 0  8053 134161 0  11948 100941 0  15335 158109 0  15770 49144 0  22362 91122 0
768 9  6473 42000 0  6527 42059 0  8736 116720 0  9692 153649 0  14310 11152 0  18914 106560 0  19908 15761 0  21093 126133 0  22320 54340 0
769 9  635 92140 0  2915 148225 0  2919 57185 0  5734 22782 0  13682 47587 0  15133 85302 0  17356 86964 0  19640 51979 0  22081 72452 0
770 9  1170 1001 0  4466 40509 0  6468 114844 0  10391 99655 0  14969 48476 0  15383 48817 0  16412 104447 0  19753 143268 0  22497 72875 0
771 9  2765 39065 0  3989 40083 0  5111 149944 0  5540 95962 0  10629 8219 0  13601 47518 0  16686 13053 0  17774 160113 0  18949 88208 0
772 9  4367 40405 0  5278 77351 0  7628 97564 0  9629 153601 0  10298 44913 0  13997 47804 0  14112 10981 0  21186 16737 0  21293 162797 0
773 9  756 693 0  2099 38547 0  4846 77018 0  17066 50036 0  17823 69203 0  20210 107529 0  21965 145219 0  22379 109199 0  22608 54583 0
774 9  555 110082 0  1006 128524 0  7448 97457 0  8642 43647 0  11307 63993 0  17678 50580 0  19048 88267 0  21823 145098 0  21972 126942 0
775 9  2973 57243 0  5266 22454 0  11682 9056 0  12328 137691 0  17543 50424 0  18210 69489 0  19363 88557 0  20100 70912 0  21273 126241 0
776 9  1279 19370 0  4699 21988 0  7161 115354 0  9557 153543 0  9631 25958 0  11632 82653 0  13655 47549 0  18641 51304 0  22755 109522 0
777 9  1074 55841 0  1198 19316 0  1677 56276 0  9010 25522 0  9459 7265 0  10222 135969 0  10918 27102 0  14822 157701 0  22768 54788 0
778 9  1273 74202 0  3669 112671 0  8286 116334 0  11561 100569 0  15791 103956 0  16470 12891 0  16568 158977 0  22245 145444 0  22291 109136 0
779 9  3542 94448 0  9097 135128 0  11285 155014 0  15751 30986 0  15824 49168 0  17782 141578 0  19576 34148 0  21146 108239 0  21482 162887 0
780 9  769 73792 0  1296 1078 0  5078 40984 0  5359 77443 0  11133 8620 0  12196 28192 0  14171 102702 0  17071 141139 0  17868 69224 0
781 9  1364 92667 0  9900 7547 0  15916 85765 0  16345 31501 0  16945 141040 0  18240 123971 0  19047 70042 0  20431 34819 0  22126 17528 0
782 9  2324 38746 0  2823 111957 0  8106 116151 0  11863 27904 0  12640 83361 0  13075 138202 0  15780 67660 0  20316 71092 0  22825 73160 0
783 9  1338 110679 0  2549 38883 0  4828 76993 0  9558 7316 0  10987 136612 0  11748 64338 0  13488 120448 0  20480 107758 0  21945 72347 0
784 9  837 760 0  1155 55901 0  1403 146996 0  2171 38628 0  4030 130857 0  7197 115367 0  8762 98460 0  11827 27876 0  21321 16809 0
785 9  386 146194 0  1231 128669 0  3501 2795 0  7323 115449 0  8367 116385 0  8850 61940 0  9673 135533 0  9991 26297 0  11910 64481 0
786 9  1635 110941 0  2182 74908 0  2252 38689 0  2622 56976 0  14481 11339 0  15848 158500 0  17720 160087 0  17861 105738 0  19641 70517 0
787 9  2432 38815 0  2632 75331 0  6085 23052 0  11213 154939 0  15597 12180 0  15650 158314 0  15908 104048 0  16394 104445 0  19534 88708 0
788 9  4788 3729 0  5946 114413 0  13584 65817 0  13673 47571 0  13979 47792 0  16402 86156 0  20132 161790 0  20208 71002 0  20728 35016 0
789 9  3388 75899 0  4512 58447 0  9035 153016 0  13128 120209 0  14166 11019 0  15151 85307 0  17814 69188 0  18517 87888 0  22120 54195 0
790 9  5606 150352 0  6057 4745 0  12019 82940 0  12525 119705 0  13690 29416 0  18011 50824 0  18884 51469 0  21057 126111 0  22519 36633 0
791 9  2794 75446 0  5018 95590 0  5110 131721 0  6027 114477 0  6675 114979 0  8559 6651 0  10554 118170 0  16993 31980 0  20770 144167 0
792 9  2860 129950 0  4642 131279 0  6567 114912 0  9075 62078 0  9155 44114 0  10788 118302 0  13534 138573 0  19489 88641 0  22463 36575 0
793 9  363 55232 0  524 37329 0  1717 129097 0  11004 118473 0  15286 85411 0  15864 122249 0  20875 89782 0  21796 145068 0  21809 53921 0
794 9  2986 130075 0  3009 57292 0  8138 43307 0  9345 62346 0  10680 118210 0  13066 138187 0  14484 66590 0  14824 30293 0  17227 32175 0
795 9  1302 110655 0  5146 131763 0  8264 43384 0  10572 118178 0  11373 118783 0  12233 46392 0  16615 31753 0  17044 141122 0  19656 15580 0
796 9  4388 95149 0  4635 3648 0  5483 41291 0  7309 24043 0  9792 7489 0  11747 46001 0  12894 120016 0  13195 28992 0  16401 68096 0
797 9  2638 20440 0  2954 39250 0  5995 23008 0  6990 115200 0  10710 8277 0  11549 45838 0  12804 119941 0  13879 29598 0  15381 11983 0
798 9  1599 110898 0  1630 19628 0  2828 39160 0  7817 97748 0  10541 45089 0  10968 118437 0  11850 119152 0  15660 12236 0  20512 34878 0
799 9  815 92322 0  1596 56232 0  2810 39132 0  6177 59881 0  10307 44916 0  11229 118617 0  11400 118792 0  22495 36591 0  22710 18092 0
800 9  1128 55884 0  3854 40001 0  8402 98125 0  9434 44317 0  13533 120468 0  14379 121142 0  15061 85241 0  17377 141332 0  19046 51597 0
801 9  7228 23993 0  8951 98650 0  9252 7126 0  11037 63702 0  13065 120139 0  13606 138625 0  14100 120941 0  17471 50363 0  19400 106902 0
802 9  1621 19623 0  9597 62514 0  13183 138292 0  13353 120393 0  13911 120782 0  14513 102956 0  15259 85407 0  17534 50420 0  19111 88333 0
803 9  2899 20632 0  8471 43508 0  11356 136895 0  11787 119105 0  13812 120693 0  14639 103055 0  17571 69009 0  20434 89425 0  22859 109618 0
804 9  3691 21223 0  6545 42064 0  10645 136380 0  11692 27767 0  12867 119993 0  13524 120461 0  14529 66613 0  19802 52092 0  22914 91621 0
805 9  685 18855 0  5911 132500 0  7512 115592 0  10282 81580 0  10769 99974 0  12819 65189 0  15621 122098 0  18657 14688 0  18701 160830 0
806 9  3664 21200 0  11730 64329 0  12002 101000 0  12064 82969 0  13014 10058 0  13136 101866 0  15594 122071 0  16019 158610 0  16616 49732 0
807 9  4581 3605 0  8980 135006 0  9552 62486 0  15369 121931 0  15503 103720 0  15668 158328 0  16974 13279 0  18192 69481 0  19199 51687 0
808 9  3891 57988 0  4720 76886 0  7260 115409 0  8933 98619 0  10016 153936 0  10098 7738 0  15360 121920 0  21608 162956 0  21694 90398 0
809 9  2764 20523 0  9074 44037 0  9106 135131 0  9301 80758 0  9872 153771 0  15252 121845 0  20502 16232 0  21303 16794 0  22816 54833 0
810 9  2645 148044 0  3136 75701 0  5036 95594 0  5492 41297 0  6787 23610 0  7709 97625 0  15000 121660 0  17673 123526 0  19552 88725 0
811 9  7922 43092 0  9020 43976 0  15759 12298 0  16332 122586 0  17413 141351 0  19073 51606 0  19608 125069 0  20405 52519 0  20641 89633 0
812 9  4909 77074 0  5402 41245 0  11416 82485 0  12805 137988 0  16323 122582 0  17691 123541 0  18027 14095 0  19599 125063 0  22275 109128 0
813 9  2543 93661 0  3821 94743 0  6520 78492 0  8421 116463 0  10103 99468 0  12618 9740 0  15173 157954 0  16755 122897 0  18828 14804 0
814 9  1148 92539 0  4973 95553 0  6489 5113 0  9454 80868 0  11312 155026 0  13191 120269 0  16719 122868 0  16970 104862 0  18981 14964 0
815 9  1387 19438 0  1620 1312 0  5099 95630 0  8050 79786 0  15242 103493 0  18024 123822 0  18953 161003 0  22421 145608 0  22514 91256 0
816 9  2212 129489 0  3192 112322 0  5207 95739 0  13764 65949 0  16103 49397 0  16254 12725 0  17934 123731 0  21294 16783 0  21382 144737 0
817 9  2064 56609 0  2478 56889 0  5504 95928 0  6562 23445 0  9040 80591 0  15088 85253 0  17457 123348 0  18952 142530 0  20657 52768 0
818 9  51 109685 0  1888 129204 0  4944 58891 0  10922 100060 0  13185 10257 0  17909 160224 0  19547 161363 0  20562 125779 0  21438 16868 0
819 9  2571 111743 0  3585 57779 0  6336 4941 0  7170 115362 0  10913 100053 0  15497 158226 0  18886 88164 0  19475 161303 0  20508 125754 0
820 9  168 109766 0  171 135 0  780 110247 0  5964 114422 0  9563 99125 0  11726 155319 0  14009 102567 0  16361 158838 0  20373 125623 0
821 9  5633 150356 0  9167 98806 0  11184 118603 0  13567 84022 0  14174 157203 0  16376 104435 0  17408 50271 0  17847 13913 0  19905 125258 0
822 9  1021 74035 0  1189 19315 0  5178 59096 0  9238 80694 0  12101 101079 0  14165 157165 0  17829 13909 0  18598 87951 0  19374 124888 0
823 9  222 109796 0  7413 115526 0  10245 62954 0  11771 155346 0  13623 120546 0  16020 12501 0  17636 105554 0  18951 124533 0  22641 72996 0
824 9  150 109719 0  4948 131611 0  7095 60526 0  9818 153748 0  13146 120233 0  14094 10971 0  16187 104289 0  18501 124197 0  20595 71307 0
825 9  2364 111510 0  6321 59951 0  7163 151634 0  12903 120025 0  15809 103978 0  17073 13358 0  18381 69636 0  18492 124191 0  21667 90382 0
826 9  3574 21121 0  4013 149095 0  5296 77377 0  5862 59600 0  7044 115219 0  10706 99921 0  11877 119160 0  13460 102094 0  18384 124099 0
827 9  1260 1060 0  4510 21860 0  6192 4840 0  10853 154634 0  12017 46222 0  12255 119475 0  14402 48049 0  18005 105879 0  21210 126198 0
828 9  9854 153761 0  12711 65065 0  12888 9934 0  13133 47117 0  15746 103896 0  20505 71234 0  20760 125950 0  21749 108675 0  22684 127528 0
829 9  391 73547 0  1318 74266 0  8603 152704 0  12345 119556 0  12429 9603 0  12602 46702 0  19445 106962 0  20679 125872 0  22498 91249 0
830 9  988 128522 0  5642 150361 0  8492 98194 0  10278 7853 0  10424 44996 0  18137 50910 0  21286 35475 0  22076 127009 0  22360 54374 0
831 9  423 398 0  844 128390 0  2363 93494 0  4017 58069 0  8148 61350 0  10548 8142 0  12014 155557 0  17795 50675 0  22348 127269 0
832 9  4365 3444 0  13007 47006 0  14467 84755 0  14705 157610 0  16232 104334 0  16570 31696 0  21292 144649 0  22395 109203 0  22550 17933 0
833 9  651 55521 0  1334 37953 0  1374 110689 0  10079 153991 0  16405 140665 0  16443 12886 0  19260 15211 0  22323 109161 0  22616 54586 0
834 9  740 37507 0  8153 152392 0  10605 63345 0  15235 139796 0  16353 12839 0  16623 13012 0  21458 53587 0  22078 17474 0  22083 108970 0
835 9  284 91911 0  1152 984 0  1581 110869 0  3471 112501 0  7469 151860 0  7572 60931 0  11852 155418 0  13349 47291 0  15028 139632 0
836 9  3250 20873 0  4465 21823 0  4859 149815 0  10485 8061 0  10627 136354 0  14330 48016 0  16308 12802 0  17381 50250 0  17541 13726 0
837 9  124 127828 0  719 146487 0  6015 59774 0  7186 79040 0  14366 48032 0  16320 68048 0  18504 14541 0  20602 34910 0  21956 126908 0
838 9  1573 128992 0  2136 56676 0  3582 2872 0  6535 23420 0  13940 157002 0  15203 48642 0  16588 31703 0  19809 15678 0  22589 145714 0
839 9  2581 129755 0  3744 2977 0  7443 5835 0  13638 65860 0  14087 47859 0  19228 88416 0  19457 161288 0  20125 34600 0  21391 144755 0
840 9  131 91751 0  468 430 0  4393 21739 0  7065 5547 0  10074 62820 0  14029 138909 0  14033 47830 0  18719 160838 0  19729 34269 0
841 9  698 92207 0  1614 56242 0  3085 130173 0  12190 83056 0  12581 155950 0  14160 66332 0  16569 12984 0  18260 160534 0  19346 106852 0
842 9  231 109802 0  1101 55859 0  5871 59613 0  7533 5925 0  11204 154929 0  19332 15259 0  20432 52536 0  20597 107812 0  21738 72145 0
843 9  840 55674 0  1598 92853 0  2461 75180 0  4032 3228 0  5259 59150 0  5831 150532 0  8235 6451 0  14873 103186 0  20369 52474 0
844 9  2706 111854 0  3180 57470 0  4468 76735 0  5585 95999 0  6176 41764 0  10199 44870 0  14912 157760 0  15914 49225 0  22152 54218 0
845 9  691 128276 0  2878 129963 0  4675 76861 0  5575 77678 0  6555 60123 0  8553 61702 0  8593 134668 0  10430 154250 0  20888 162448 0
846 9  1696 74576 0  3528 2835 0  7321 79132 0  10795 82018 0  10961 154732 0  14240 47972 0  16015 85831 0  22390 17768 0  22896 54890 0
847 9  153 131 0  306 298 0  3751 130657 0  5660 150391 0  10814 100000 0  14728 84967 0  16533 12953 0  17901 13974 0  19354 88553 0
848 9  4568 95275 0  5247 4102 0  8044 134158 0  10260 7828 0  11047 82186 0  11335 82436 0  20718 16383 0  22105 72466 0  22261 145461 0
