2	-72.0
3	-72.0
48	-72.0
103	-72.0
131	-72.0
228	-72.0
254	-72.0
18233	-72.0
18438	-72.0
18716	-72.0
18477	-72.0
18602	-72.0
18688	-72.0
19231	-72.0
19597	-72.0
19610	-72.0
19799	-72.0
19881	-72.0
19979	-72.0
20171	-72.0
20278	-72.0
20286	-72.0
20325	-72.0
20333	-72.0
20393	-72.0
20401	-72.0
20530	-72.0
20555	-72.0
20577	-72.0
21092	-72.0
27116	-72.0
27123	-72.0
27164	-72.0
27308	-72.0
27498	-72.0
27509	-72.0
27578	-72.0
27694	-72.0
27875	-72.0
27903	-72.0
27904	-72.0
27940	-72.0
28017	-72.0
28215	-72.0
28243	-72.0
28256	-72.0
28304	-72.0
28311	-72.0
28335	-72.0
38954	-72.0
39046	-72.0
38971	-72.0
38996	-72.0
39039	-72.0
39085	-72.0
44910	-72.0
44913	-72.0
45043	-72.0
54960	-72.0
55228	-72.0
55769	-72.0
55894	-72.0
56166	-72.0
69041	-72.0
69059	-72.0
69122	-72.0
69173	-72.0
69174	-72.0
87263	-72.0
87266	-72.0
87400	-72.0
87574	-72.0
87579	-72.0
87606	-72.0
87737	-72.0
87855	-72.0
88060	-72.0
88208	-72.0
109372	-72.0
109374	-72.0
109384	-72.0
109420	-72.0
109468	-72.0
109516	-72.0
109543	-72.0
109551	-72.0
112104	-72.0
112123	-72.0
112233	-72.0
112361	-72.0
112369	-72.0
112544	-72.0
115419	-72.0
115902	-72.0
116620	-72.0
116629	-72.0
116726	-72.0
116727	-72.0
116918	-72.0
116953	-72.0
116967	-72.0
116974	-72.0
116980	-72.0
117133	-72.0
117167	-72.0
127587	-72.0
127597	-72.0
127610	-72.0
127616	-72.0
130359	-72.0
130502	-72.0
131165	-72.0
133789	-72.0
133790	-72.0
133981	-72.0
134156	-72.0
134182	-72.0
134500	-72.0
134854	-72.0
134874	-72.0
135290	-72.0
135301	-72.0
135698	-72.0
162158	-72.0
162203	-72.0
162247	-72.0
162209	-72.0
162283	-72.0
162316	-72.0
162297	-72.0
162966	-72.0
6	-72.0
39	-72.0
119	-72.0
124	-72.0
126	-72.0
237	-72.0
270	-72.0
18201	-72.0
18364	-72.0
18490	-72.0
18493	-72.0
18543	-72.0
19007	-72.0
19566	-72.0
19582	-72.0
19583	-72.0
19584	-72.0
19594	-72.0
19600	-72.0
19621	-72.0
19623	-72.0
19628	-72.0
19633	-72.0
19638	-72.0
19641	-72.0
20012	-72.0
20087	-72.0
20275	-72.0
20277	-72.0
20310	-72.0
20383	-72.0
20498	-72.0
20924	-72.0
20945	-72.0
21039	-72.0
21112	-72.0
21552	-72.0
27142	-72.0
27186	-72.0
27208	-72.0
27409	-72.0
27413	-72.0
27490	-72.0
27547	-72.0
27564	-72.0
27589	-72.0
27706	-72.0
27590	-72.0
27593	-72.0
27602	-72.0
27608	-72.0
27702	-72.0
27767	-72.0
27772	-72.0
27856	-72.0
27859	-72.0
27861	-72.0
27926	-72.0
28154	-72.0
28192	-72.0
28193	-72.0
28286	-72.0
28343	-72.0
28371	-72.0
28412	-72.0
38236	-72.0
38318	-72.0
38597	-72.0
38812	-72.0
38999	-72.0
39063	-72.0
39064	-72.0
44850	-72.0
